imdb_id,bechdel_title,bechdel_submitter_id,bechdel_submitted_date,bechdel_dubious,bechdel_rating,bechdel_year,bechdel_site_id,bechdel_visible
0092099,Top Gun,2136,2010-10-28 12:26:48,0,2,1986,1703,1
0092106,"Transformers: The Movie, The",6462,2013-01-23 03:58:11,0,0,1986,3850,1
0092513,Adventures in Babysitting,14658,2017-03-12 23:00:35,0,3,1987,7507,1
0092563,Angel Heart,3637,2011-06-29 23:00:51,0,1,1987,2471,1
0092581,Around the World in Eighty Ways,2396,2010-12-20 11:03:06,1,3,1987,1862,1
0092593,Au Revoir Les Enfants,11540,2015-01-25 11:56:18,0,1,1987,6062,1
0092603,Babette's Feast,641,2010-05-18 14:49:24,0,3,1987,815,1
0092605,Baby Boom,3749,2011-07-13 06:27:41,0,3,1987,2523,1
0092610,Bad Taste,13849,2016-08-17 17:48:29,0,0,1987,7049,1
0092644,Beverly Hills Cop II,2365,2010-12-14 06:47:19,0,1,1987,1849,1
0092675,Bloodsport,1216,2010-07-11 00:40:22,0,1,1988,1158,1
0092693,El bosque animado,14803,2017-04-25 11:57:41,0,3,1987,7590,1
0092699,Broadcast News,9728,2014-03-22 14:57:45,0,3,1987,5310,1
0092752,"Chipmunk Adventure, The",6288,2012-12-29 03:10:18,0,3,1987,3781,1
0092796,Creepshow 2,13396,2016-04-08 21:55:21,1,3,1987,6824,1
0092890,Dirty Dancing,31,2009-05-09 13:43:42,,3,1987,321,1
0092925,Dragnet,8333,2013-09-22 20:03:41,1,3,1987,4620,1
0092965,Empire of the Sun,9873,2014-04-08 09:04:33,0,1,1987,5373,1
0092991,Evil Dead II,6630,2013-02-21 12:26:49,1,3,1987,3916,1
0093010,Fatal Attraction,8547,2013-10-25 21:03:54,1,3,1987,4737,1
0093011,Fatal Beauty,4079,2011-09-25 05:24:53,0,2,1987,2710,1
0093058,Full Metal Jacket,499,2010-04-04 11:54:35,0,0,1987,720,1
0093075,"Gate, The",7865,2013-07-28 22:08:11,0,2,1987,4412,1
0093105,"Good Morning, Vietnam",1,2008-08-02 21:13:49,,1,1987,134,1
0093144,Hansel and Gretel,9690,2014-03-17 00:21:42,0,3,1987,5290,1
0093146,Hard Ticket to Hawaii,3422,2011-05-30 04:58:40,0,3,1987,2365,1
0093171,Hell Comes to Frogtown,8740,2013-11-12 00:02:04,0,3,1988,4815,1
0093177,Hellraiser,5879,2012-10-08 23:38:28,0,3,1987,3582,1
0093191,Wings of Desire,3135,2011-04-25 22:03:29,0,0,1987,2243,1
0093209,Hope and Glory,13818,2016-08-10 19:24:52,0,3,1987,7035,1
0093220,House II: The Second Story,10447,2014-06-26 06:14:55,0,3,1987,5592,1
0093223,House of Games,2713,2011-02-15 01:13:14,0,3,1987,2029,1
0093225,Housekeeping,1249,2010-07-16 20:28:53,0,3,1987,1181,1
0093239,I've Heard the Mermaids Singing,3107,2011-04-23 18:33:35,0,3,1987,2218,1
0093300,Jaws: The Revenge,13611,2016-06-07 07:32:40,0,3,1987,6920,1
0093389,"Last Emperor, The",5173,2012-05-11 21:34:59,1,3,1987,3249,1
0093409,Lethal Weapon,1164,2010-07-08 13:36:40,0,1,1987,1113,1
0093412,La ley del deseo,14905,2017-05-23 12:51:34,0,3,1987,7661,1
0093415,Light of Day,8736,2013-11-11 22:02:24,0,3,1987,4811,1
0093437,"Lost Boys, The",4662,2012-01-25 16:21:18,0,1,1987,3003,1
0093512,Maurice,3977,2011-08-29 07:16:57,0,2,1987,2644,1
0093565,Moonstruck,4133,2011-10-06 17:49:08,0,3,1987,2744,1
0093615,Ngati,6589,2013-02-16 08:31:26,0,3,1987,3898,1
0093617,Nice Girls Don't Explode,5916,2012-10-16 19:22:18,0,3,1987,3602,1
0093629,A Nightmare on Elm Street 3: Dream Warriors,10866,2014-09-20 14:13:51,0,3,1987,5767,1
0093690,Outrageous Fortune,7371,2013-06-11 00:25:39,0,3,1987,4228,1
0093693,Overboard,1283,2010-07-20 06:07:02,0,3,1987,1203,1
0093748,"Planes, Trains & Automobiles",4484,2011-12-14 22:05:46,0,1,1987,2927,1
0093756,Police Academy 4: Citizens on Patrol,309,2009-12-22 15:26:01,0,1,1987,579,1
0093773,Predator,2565,2011-01-23 04:45:31,0,0,1987,1928,1
0093777,Prince of Darkness,5931,2012-10-17 09:43:22,0,3,1987,3611,1
0093779,"Princess Bride, The",32,2009-05-11 19:26:03,,2,1987,322,1
0093818,Radio Days,3589,2011-06-23 04:46:09,0,1,1987,2437,1
0093822,Raising Arizona,5990,2012-10-29 03:15:35,0,3,1987,3635,1
0093840,Remando al viento [Rowing with the Wind],14464,2017-01-30 19:47:00,0,2,1988,7423,1
0093870,RoboCop,263,2009-11-22 22:14:46,0,1,1987,547,1
0093940,September,2045,2010-10-10 18:21:28,0,3,1987,1657,1
0094012,Spaceballs,1123,2010-07-04 22:02:22,1,3,1987,1078,1
0094074,Superman IV: The Quest for Peace,7569,2013-07-02 00:51:33,0,3,1987,4297,1
0094089,Swimming to Cambodia,9078,2013-12-31 17:43:56,0,0,1987,5017,1
0094137,3 Men and a Baby,13771,2016-07-27 21:07:46,0,1,1987,7002,1
0094286,Waiting for the Moon,10934,2014-09-30 06:03:21,0,3,1987,5789,1
0094315,"Whales Of August, The",2286,2010-11-30 17:50:15,0,3,1987,1792,1
0094332,"Witches of Eastwick, The",3153,2011-04-29 07:01:44,0,3,1987,2250,1
0094336,Withnail & I,2471,2011-01-02 16:13:31,0,1,1987,1887,1
0094606,"Accidental Tourist, The",14040,2016-09-29 13:42:45,0,2,1988,7161,1
0094608,"Accused, The",3684,2011-07-07 07:35:52,1,3,1988,2502,1
0094612,Action Jackson,4008,2011-09-07 18:27:34,0,1,1988,2663,1
0094625,Akira,3136,2011-04-25 22:56:22,0,1,1988,2244,1
0094631,Alien Nation,4213,2011-10-21 06:49:16,0,1,1988,2784,1
0094663,Another Woman,9904,2014-04-11 07:16:41,0,3,1988,5383,1
0094668,Appleseed,7784,2013-07-20 18:37:01,0,3,1988,4374,1
0094715,Beaches,3672,2011-07-06 10:27:14,0,3,1988,2493,1
0094721,Beetle Juice,386,2010-01-20 00:13:50,0,3,1988,647,1
0094737,Big,9754,2014-03-25 07:10:52,0,1,1988,5324,1
0094739,Big Business,3687,2011-07-07 07:46:34,0,3,1988,2505,1
0094824,Caddyshack II,10387,2014-06-16 13:59:00,0,3,1988,5569,1
0094862,Child's Play,8489,2013-10-17 16:37:37,0,3,1988,4705,1
0094898,Coming to America,21,2009-01-17 00:26:05,,3,1988,256,1
0094921,Crossing Delancey,9035,2013-12-26 18:27:31,0,3,1988,4990,1
0094947,Dangerous Liaisons,2001,2010-10-03 21:48:56,0,3,1988,1629,1
0094964,Dead Ringers,8435,2013-10-07 01:45:16,0,2,1988,4672,1
0095016,Die Hard,402,2010-01-21 21:15:56,0,3,1988,619,1
0095037,"Distant Voices, Still Lives",4562,2011-12-28 05:05:07,0,3,1988,2960,1
0095145,Feds,3996,2011-09-04 05:13:50,0,3,1988,2653,1
0095159,A Fish Called Wanda,2532,2011-01-14 14:32:54,0,3,1988,1911,1
0095270,Hairspray,3626,2011-06-29 14:16:44,0,3,1988,2462,1
0095294,Hellbound: Hellraiser II,9620,2014-03-09 15:26:02,0,1,1988,5261,1
0095305,High Tide,4012,2011-09-08 13:06:32,0,3,1987,2665,1
0095327,Grave of the Fireflies,11101,2014-10-23 17:59:51,0,0,1988,5867,1
0095444,Killer Klowns from Outer Space,2390,2010-12-19 22:43:21,0,0,1988,1860,1
0095489,"Land Before Time, The",4440,2011-12-06 01:46:16,0,3,1988,2905,1
0095497,"Last Temptation of Christ, The",9346,2014-02-02 17:52:42,0,2,1988,5128,1
0095583,Maniac Cop,640,2010-05-18 09:46:07,0,3,1988,814,1
0095593,Married to the Mob,5840,2012-09-29 11:43:42,0,3,1988,3559,1
0095631,Midnight Run,4437,2011-12-05 06:43:46,0,2,1988,2903,1
0095675,Women on the Verge of a Nervous Breakdown,3524,2011-06-17 11:27:43,0,3,1988,2406,1
0095687,My Stepmother Is an Alien,8610,2013-11-03 18:37:31,0,3,1988,4774,1
0095690,Mystic Pizza,883,2010-06-12 09:54:46,0,3,1988,940,1
0095705,"Naked Gun: From the Files of Police Squad!, The",2322,2010-12-05 06:39:22,0,1,1988,1824,1
0095742,A Nightmare on Elm Street 4: The Dream Master,11456,2015-01-06 22:44:31,0,3,1988,6020,1
0095765,Cinema Paradiso,9048,2013-12-28 02:23:34,0,1,1988,4998,1
0095776,Oliver & Company,1295,2010-07-20 11:28:16,0,2,1988,1210,1
0095801,Bagdad Cafe,3104,2011-04-23 18:29:13,0,3,1987,2215,1
0095882,Police Academy 5: Assignment: Miami Beach,310,2009-12-22 18:26:17,0,1,1988,580,1
0095889,Poltergeist III,2159,2010-11-01 03:29:37,0,3,1988,1714,1
0095925,Pumpkinhead,13936,2016-09-06 13:12:00,1,3,1988,7099,1
0095953,Rain Man,5686,2012-08-20 19:58:23,0,1,1988,3482,1
0096001,Rock 'n' Roll Mom,8260,2013-09-14 18:56:43,0,3,1988,4582,1
0096037,Satisfaction,3663,2011-07-05 04:35:02,0,3,1988,2485,1
0096061,Scrooged,9030,2013-12-25 23:01:27,0,3,1988,4986,1
0096163,Spoorloos,11126,2014-10-28 21:03:17,0,1,1988,5881,1
0096176,Sticky Fingers,9614,2014-03-08 22:03:49,0,3,1988,5258,1
0096256,They Live,1400,2010-07-23 17:37:29,0,0,1988,1293,1
0096283,Tonari no Totoro,21,2009-01-17 23:04:52,,3,1988,259,1
0096289,Torch Song Trilogy,4814,2012-02-27 10:25:13,0,1,1988,3075,1
0096320,Twins,301,2009-12-20 09:38:52,0,3,1988,572,1
0096324,Two Moon Junction,8347,2013-09-24 21:59:35,0,3,1988,4628,1
0096438,Who Framed Roger Rabbit,1,2008-08-02 23:50:56,,1,1988,136,1
0096446,Willow,523,2010-04-17 04:35:13,0,3,1988,739,1
0096461,Wong gok ka moon,13242,2016-02-25 23:10:50,0,0,1988,6746,1
0096463,Working Girl,1115,2010-07-04 05:06:05,0,3,1988,1070,1
0096465,World Gone Wild,8738,2013-11-11 22:52:01,1,3,1988,4813,1
0096487,Young Guns,8256,2013-09-14 18:18:44,0,1,1988,4578,1
0096523,L'etudiante,2023,2010-10-05 22:09:47,0,3,1988,1647,1
0096734,"'Burbs, The",2788,2011-02-26 23:05:58,0,1,1989,2074,1
0096754,"Abyss, The",1725,2010-08-18 07:48:09,0,3,1989,1478,1
0096764,"Adventures of Baron Munchausen, The",10454,2014-06-27 18:11:39,0,1,1988,5595,1
0096787,All Dogs Go to Heaven,3762,2011-07-13 23:34:20,0,3,1989,2528,1
0096874,Back to the Future Part II,1,2008-08-09 22:35:56,,3,1989,150,1
0096895,Batman,1061,2010-07-02 23:55:17,0,1,1989,1023,1
0096928,Bill & Ted's Excellent Adventure,3627,2011-06-29 14:17:01,0,2,1989,2463,1
0096969,Born on the Fourth of July,10402,2014-06-18 17:51:17,0,3,1989,5574,1
0097050,"Adventures of Milo and Otis, The",4860,2012-03-06 20:14:37,0,1,1986,3093,1
0097106,A Tale of Springtime,9713,2014-03-19 07:35:57,0,3,1990,5301,1
0097108,"Cook, the Thief, His Wife & Her Lover, The",8283,2013-09-17 01:36:04,0,1,1989,4597,1
0097123,Crimes and Misdemeanors,3929,2011-08-15 13:32:37,0,3,1989,2619,1
0097162,Dead Calm,8308,2013-09-21 03:44:15,0,0,1989,4606,1
0097165,Dead Poets Society,3417,2011-05-29 21:25:15,0,1,1989,2361,1
0097216,Do the Right Thing,12872,2015-12-12 01:52:13,0,2,1989,6594,1
0097235,"Dream Team, The",8257,2013-09-14 18:41:22,0,0,1989,4579,1
0097239,Driving Miss Daisy,14187,2016-11-10 21:27:20,0,3,1989,7255,1
0097240,Drugstore Cowboy,6658,2013-02-24 19:42:57,0,2,1989,3934,1
0097336,Fat Man and Little Boy,518,2010-04-12 05:15:45,0,1,1989,734,1
0097351,Field of Dreams,14220,2016-11-17 14:26:04,0,2,1989,7268,1
0097366,Fletch Lives,2336,2010-12-09 03:29:50,0,1,1989,1833,1
0097388,Friday the 13th Part VIII: Jason Takes Manhattan,13104,2016-01-22 21:42:18,0,3,1989,6675,1
0097423,"Get Smart, Again!",2356,2010-12-13 08:43:35,0,3,1989,1847,1
0097428,Ghostbusters II,1842,2010-09-06 07:41:54,0,2,1989,1540,1
0097441,Glory,13721,2016-07-13 03:23:46,0,0,1989,6975,1
0097444,Godzilla vs. Biollante,14123,2016-10-18 01:56:56,0,3,1989,7213,1
0097493,Heathers,737,2010-05-28 03:41:42,0,3,1988,859,1
0097499,Henry V,3405,2011-05-28 10:05:08,0,3,1989,2353,1
0097523,"Honey, I Shrunk the Kids",1950,2010-09-23 02:08:10,0,3,1989,1603,1
0097576,Indiana Jones and the Last Crusade,1092,2010-07-04 03:11:38,0,0,1989,1049,1
0097728,Leningrad Cowboys Go America,8382,2013-09-29 14:58:42,0,0,1989,4646,1
0097731,Let It Ride,2013,2010-10-04 07:07:29,0,2,1989,1640,1
0097733,Lethal Weapon 2,14138,2016-10-25 16:19:33,0,3,1989,7222,1
0097737,Leviathan,6654,2013-02-24 07:35:24,0,3,1989,3932,1
0097742,Licence to Kill,7766,2013-07-18 19:43:13,0,2,1989,4364,1
0097757,"Little Mermaid, The",415,2010-01-23 23:28:14,0,3,1989,666,1
0097790,Loverboy,13848,2016-08-17 15:58:30,1,3,1989,7048,1
0097814,Majo no takkyûbin (Kiki's Delivery Service),461,2010-03-13 07:22:11,0,3,1989,700,1
0097815,Major League,6342,2013-01-06 17:05:10,0,1,1989,3808,1
0097858,Meet The Feebles,7273,2013-05-29 07:15:02,0,3,1989,4175,1
0097883,Millennium,14513,2017-02-12 02:26:19,0,3,1989,7438,1
0097937,My Left Foot,14221,2016-11-17 14:29:57,1,3,1989,7269,1
0097940,Mystery Train,321,2009-12-27 21:54:47,0,1,1989,591,1
0097981,A Nightmare on Elm Street 5: The Dream Child,11460,2015-01-07 06:27:37,0,3,1989,6024,1
0098032,Oranges Are Not The Only Fruit,7830,2013-07-25 19:51:00,0,3,1989,4397,1
0098063,Paprika,14157,2016-11-02 09:00:04,0,3,1991,7235,1
0098105,Police Academy 6: City Under Siege,311,2009-12-22 19:07:35,0,1,1989,581,1
0098147,Qin yong,5847,2012-09-30 08:48:37,0,3,1990,3566,1
0098189,Resan till Melonia,21,2009-06-06 21:23:43,,1,1989,336,1
0098206,Road House,205,2009-09-21 23:17:13,0,1,1989,511,1
0098258,Say Anything...,7487,2013-06-26 02:27:26,0,2,1989,4270,1
0098300,Shag,7477,2013-06-24 19:38:42,0,3,1989,4268,1
0098309,She-Devil,3666,2011-07-05 07:05:09,0,3,1989,2488,1
0098319,Shirley Valentine,1149,2010-07-05 10:27:55,0,3,1989,1103,1
0098327,"Seventh Continent, The",6326,2013-01-03 22:28:36,0,3,1989,3803,1
0098382,Star Trek V: The Final Frontier,1281,2010-07-20 05:58:02,0,1,1989,1201,1
0098384,Steel Magnolias,851,2010-06-08 17:58:23,0,3,1989,924,1
0098453,Teen Witch,8590,2013-11-01 14:51:15,0,3,1989,4760,1
0098519,Troop Beverly Hills,720,2010-05-27 20:46:09,0,3,1989,849,1
0098532,"Match Factory Girl, The",9771,2014-03-28 07:55:15,1,3,1990,5333,1
0098536,Turner & Hooch,9652,2014-03-12 17:46:51,0,1,1989,5277,1
0098546,UHF,6921,2013-04-09 08:14:22,0,1,1989,4036,1
0098554,Uncle Buck,1,2008-08-11 11:38:17,,3,1989,159,1
0098627,Weekend at Bernie's,2337,2010-12-09 10:16:05,0,1,1989,1834,1
0098635,When Harry Met Sally,12,2008-09-10 03:47:37,,3,1989,181,1
0098675,"Wonderful Wizard of Oz, The",1073,2010-07-03 01:14:46,0,3,1987,1034,1
0098724,"Sex, Lies, and Videotape",2775,2011-02-23 21:31:43,1,2,1989,2065,1
0098897,Portrait of a Marriage,9949,2014-04-15 17:16:18,0,3,1990,5399,1
0099005,Air America,8725,2013-11-11 04:46:53,0,0,1990,4807,1
0099012,Alice,11564,2015-01-27 03:49:36,0,3,1990,6081,1
0099040,An Angel at My Table,3302,2011-05-15 05:44:21,0,3,1990,2296,1
0099088,Back to the Future Part III,1,2008-08-09 22:36:11,,1,1990,151,1
0099165,"Bonfire of the Vanities, The",3330,2011-05-19 20:53:07,0,2,1990,2313,1
0099253,Child's Play 2,8490,2013-10-17 16:52:23,0,3,1990,4706,1
0099321,Criminal Justice,12164,2015-06-01 23:34:50,0,3,1990,6289,1
0099329,Cry-Baby,12825,2015-11-28 16:30:30,0,3,1990,6562,1
0099348,Dances with Wolves,14867,2017-05-21 11:50:17,0,1,1990,7626,1
0099365,Darkman,3133,2011-04-25 03:35:26,0,0,1990,2242,1
0099422,Dick Tracy,11023,2014-10-11 22:41:37,0,1,1991,5833,1
0099423,Die Hard 2,4573,2011-12-29 04:47:04,1,3,1990,2963,1
0099487,Edward Scissorhands,3599,2011-06-25 21:56:41,0,3,1990,2442,1
0099582,Flatliners,4504,2011-12-19 01:21:01,0,3,1990,2942,1
0099653,Ghost,1182,2010-07-09 05:08:58,0,3,1990,1130,1
0099685,Goodfellas,3100,2011-04-23 18:22:33,1,3,1990,2211,1
0099731,"Handmaid's Tale, The",854,2010-06-09 02:17:09,0,3,1990,926,1
0099733,Happily Ever After,5170,2012-05-11 19:03:30,0,3,1990,3247,1
0099776,Europa Europa,9796,2014-04-01 03:34:57,0,2,1990,5347,1
0099785,Home Alone,100,2009-08-09 21:26:21,0,2,1990,432,1
0099810,"Hunt for Red October, The",4658,2012-01-25 02:59:40,1,1,1990,3000,1
0099817,Dark Angel (I Come in Peace),6043,2012-11-06 04:17:38,0,0,1990,3662,1
0099818,I Hired a Contract Killer,7020,2013-04-23 09:46:32,0,0,1990,4080,1
0099819,I love you to death,8250,2013-09-14 10:52:25,0,3,1990,4574,1
0099851,Into The Woods,7398,2013-06-14 19:12:49,0,3,1991,4241,1
0099864,It,126,2009-08-14 11:39:24,0,1,1990,454,1
0099871,Jacob's Ladder,10675,2014-08-11 05:56:18,0,1,1990,5688,1
0099892,Joe Versus the Volcano,4271,2011-11-02 03:25:41,0,2,1990,2820,1
0099938,Kindergarten Cop,12795,2015-11-16 02:54:31,0,3,1990,6542,1
0100009,Lethal Games,9355,2014-02-04 02:39:39,0,3,1991,5133,1
0100024,Life Is Sweet,605,2010-05-13 19:03:44,0,3,1990,796,1
0100046,"Long Walk Home, The",6912,2013-04-07 12:51:59,0,3,1990,4034,1
0100054,Lord of the Flies,10344,2014-06-09 13:06:43,0,0,1990,5556,1
0100140,Mermaids,111,2009-08-10 16:37:38,0,3,1990,443,1
0100150,Miller's Crossing,8575,2013-10-29 16:56:02,0,0,1990,4750,1
0100151,Mindwalk,1234,2010-07-14 11:52:45,0,3,1990,1173,1
0100157,Misery,132,2009-08-15 17:27:26,0,1,1990,459,1
0100234,Close-Up,5842,2012-09-29 20:31:44,0,1,1990,3561,1
0100263,Nikita,754,2010-05-28 21:11:54,0,3,1990,869,1
0100332,Paris is Burning,1625,2010-08-04 22:30:40,0,3,1990,1441,1
0100395,Postcards from the Edge,237,2009-10-29 20:07:35,0,3,1990,533,1
0100403,Predator 2,9474,2014-02-17 07:15:21,1,2,1990,5182,1
0100404,Presumed Innocent,10899,2014-09-25 09:47:27,0,1,1990,5777,1
0100405,Pretty Woman,2984,2011-03-31 14:23:58,0,3,1990,2156,1
0100491,Riff-Raff,14848,2017-05-17 13:14:47,0,0,1991,7609,1
0100502,RoboCop 2,9586,2014-03-05 21:11:33,0,1,1990,5237,1
0100519,Rosencrantz & Guildenstern Are Dead,14900,2017-05-21 18:13:04,0,1,1990,7659,1
0100530,"Russia House, The",5768,2012-09-09 10:53:23,0,0,1990,3524,1
0100557,"Nasty Girl (Das schreckliche Mädchen), The",13046,2016-01-08 03:50:33,0,3,1990,6656,1
0100691,Stella,10421,2014-06-20 18:54:56,0,2,1990,5581,1
0100758,Teenage Mutant Ninja Turtles,9680,2014-03-16 16:06:57,1,2,1990,5284,1
0100802,Total Recall,1,2008-08-01 00:12:28,,1,1990,118,1
0100814,Tremors,2064,2010-10-15 22:11:19,0,3,1990,1663,1
0100911,"Welcome Home, Roxy Carmichael",10484,2014-07-05 03:21:03,0,3,1990,5614,1
0100924,Where the Heart Is,10898,2014-09-25 06:39:29,0,3,1990,5776,1
0100928,White Hunter Black Heart,2587,2011-01-28 10:02:47,0,1,1990,1935,1
0100934,Wild Orchid,1764,2010-08-23 23:45:25,0,3,1989,1499,1
0100935,Wild at Heart,3851,2011-07-27 09:05:30,0,2,1990,2577,1
0100944,"Witches, The",17,2008-10-23 16:57:13,,3,1990,209,1
0100963,King of Beggars,5836,2012-09-27 06:59:43,0,2,1992,3556,1
0100990,"I, the Worst of All",2176,2010-11-02 10:21:35,0,3,1990,1728,1
0101272,"Addams Family, The",5900,2012-10-15 15:52:56,0,3,1991,3595,1
0101318,"Lovers on the Bridge, The",9770,2014-03-28 07:51:26,0,1,1991,5332,1
0101329,An American Tail: Fievel Goes West,3670,2011-07-06 06:40:14,0,3,1991,2491,1
0101410,Barton Fink,3332,2011-05-20 20:09:33,0,1,1991,2315,1
0101414,Beauty and the Beast,1,2008-09-13 11:06:09,,3,1991,183,1
0101452,Bill & Ted's Bogus Journey,5177,2012-05-12 14:54:06,0,1,1991,3251,1
0101465,Black Robe,3353,2011-05-23 01:54:01,0,1,1991,2326,1
0101507,Boyz n the Hood,10536,2014-07-14 13:11:17,0,2,1991,5638,1
0101587,City Slickers,14369,2016-12-29 20:59:48,0,3,1991,7365,1
0101597,Closet Land,1602,2010-08-02 20:03:39,0,0,1991,1429,1
0101627,Critters 3,4460,2011-12-08 00:56:44,0,3,1991,2913,1
0101640,Raise the Red Lantern,1409,2010-07-24 05:54:04,1,3,1991,1297,1
0101698,Defending Your Life,8361,2013-09-27 01:03:20,1,3,1991,4631,1
0101701,Delirious,4214,2011-10-21 06:49:18,0,1,1991,2785,1
0101745,Doc Hollywood,1135,2010-07-04 22:53:09,0,1,1991,1089,1
0101757,Don't Tell Mom the Babysitter's Dead,3965,2011-08-24 14:57:58,0,3,1991,2637,1
0101765,"Double Life of Veronique, The",3042,2011-04-09 20:11:39,0,3,1991,2180,1
0101811,Enchanted April,2895,2011-03-20 04:29:33,0,3,1992,2128,1
0101829,Europa,8545,2013-10-25 20:19:49,0,0,1991,4736,1
0101889,"Fisher King, The",1551,2010-07-29 22:22:23,1,3,1991,1405,1
0101891,"Five Heartbeats, The",10996,2014-10-07 19:48:06,0,1,1991,5814,1
0101898,Flirting,1466,2010-07-26 20:20:02,0,2,1991,1346,1
0101912,Frankie and Johnny,14873,2017-05-21 12:55:33,0,1,1991,7632,1
0101917,Freddy's Dead: The Final Nightmare,11466,2015-01-07 23:07:38,0,2,1991,6028,1
0101921,Fried Green Tomatoes,560,2010-04-26 15:37:18,0,3,1991,767,1
0101991,Hachi-gatsu no rapusodi,14057,2016-10-06 06:50:30,0,3,1991,7172,1
0102057,Hook,1072,2010-07-03 01:11:48,0,2,1991,1033,1
0102059,Hot Shots!,5844,2012-09-29 22:22:24,0,1,1991,3563,1
0102070,Hudson Hawk,5815,2012-09-24 10:25:30,0,3,1991,3544,1
0102103,Impromptu,833,2010-06-07 03:13:11,0,3,1991,913,1
0102138,JFK,14105,2016-10-15 22:46:06,0,3,1991,7200,1
0102250,L.A. Story,8425,2013-10-06 15:34:03,1,3,1991,4666,1
0102266,"Last Boy Scout, The",7551,2013-06-29 12:44:06,1,3,1991,4290,1
0102303,Life Stinks,8255,2013-09-14 18:13:42,0,0,1991,4577,1
0102313,"Linguini Incident, The",10541,2014-07-15 01:49:15,0,3,1991,5639,1
0102370,Madonna: Truth or Dare,9616,2014-03-09 03:43:06,0,3,1991,5260,1
0102436,'Merci la vie',3526,2011-06-17 13:43:16,0,3,1991,2408,1
0102492,My Girl,9625,2014-03-09 22:16:24,0,3,1991,5265,1
0102494,My Own Private Idaho,14891,2017-05-21 15:27:34,0,1,1991,7650,1
0102510,"Naked Gun 2 1/2: The Smell of Fear, The",2323,2010-12-05 06:47:52,0,1,1991,1825,1
0102522,Nekromantik 2,12287,2015-06-29 15:02:13,0,1,1991,6335,1
0102536,Night on Earth,4333,2011-11-18 15:21:47,0,3,1991,2846,1
0102573,"Object of Beauty, The",4779,2012-02-20 00:52:44,0,3,1991,3058,1
0102587,Omohide poro poro,21,2009-03-29 22:17:32,,3,1991,308,1
0102603,Oscar,14896,2017-05-21 17:34:53,0,2,1991,7655,1
0102609,Other People's Money,146,2009-08-17 19:58:43,0,3,1991,467,1
0102685,Point Break,206,2009-09-21 23:22:55,0,0,1991,512,1
0102797,Robin Hood,14021,2016-09-26 20:29:46,0,1,1991,7146,1
0102798,Robin Hood: Prince of Thieves,1914,2010-09-19 21:18:19,1,3,1991,1579,1
0102803,"Rocketeer, The",6800,2013-03-17 17:41:41,0,1,1991,3987,1
0102817,Rubin and Ed,4729,2012-02-09 18:07:30,0,0,1991,3036,1
0102829,Salmonberries,3105,2011-04-23 18:30:31,0,3,1991,2216,1
0102898,Shakes the Clown,771,2010-05-30 02:11:02,0,3,1991,879,1
0102926,"Silence of the Lambs, The",1,2008-07-19 00:00:00,0,3,1991,32,1
0102943,Slacker,2354,2010-12-13 04:35:39,0,3,1991,1846,1
0102951,Soapdish,12391,2015-07-26 10:33:42,0,3,1991,6371,1
0102975,Star Trek VI: The Undiscovered Country,5896,2012-10-15 00:03:12,1,2,1991,3592,1
0102993,Strangers in Good Company,7270,2013-05-29 01:36:18,0,3,1990,4174,1
0103030,Tacones Lejanos,489,2010-03-30 09:56:26,0,3,1991,710,1
0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,4124,2011-10-05 22:42:57,0,3,1991,2740,1
0103064,Terminator 2: Judgement Day,715,2010-05-27 20:28:27,1,3,1991,847,1
0103074,Thelma & Louise,21,2009-01-31 23:19:17,,3,1991,266,1
0103112,Toy Soldiers,2119,2010-10-24 18:23:25,0,0,1991,1697,1
0103241,What About Bob?,5272,2012-05-29 07:12:53,0,2,1991,3292,1
0103247,White Fang,1177,2010-07-09 04:57:39,0,1,1991,1125,1
0103639,Aladdin,1,2008-07-30 00:36:20,,0,1992,98,1
0103644,Alien 3,1,2009-03-07 20:40:33,,0,1992,296,1
0103767,Baraka,6673,2013-02-26 22:24:46,0,0,1992,3937,1
0103772,Basic Instinct,8962,2013-12-11 21:52:20,0,1,1992,4940,1
0103776,Batman Returns,1063,2010-07-03 00:04:16,0,0,1992,1025,1
0103812,"Bikini Carwash Company, The",10288,2014-06-04 20:33:13,0,3,1992,5533,1
0103850,Bob Roberts,645,2010-05-19 13:30:29,0,1,1992,818,1
0103859,Boomerang,9745,2014-03-24 10:52:54,0,3,1992,5318,1
0103873,Dead Alive,7187,2013-05-19 07:44:46,0,3,1992,4141,1
0103874,Dracula,8975,2013-12-14 03:24:16,0,3,1992,4947,1
0103893,Buffy the Vampire Slayer,538,2010-04-24 05:55:25,0,3,1992,748,1
0103919,Candyman,9061,2013-12-29 12:13:47,0,3,1992,5005,1
0103939,Chaplin,8623,2013-11-05 19:22:12,0,1,1992,4782,1
0103959,Chopper Chicks in Zombietown,10289,2014-06-04 20:57:30,0,3,1989,5534,1
0103994,Como agua para chocolate,8779,2013-11-16 08:46:35,1,3,1992,4838,1
0104036,"Crying Game, The",4956,2012-03-24 00:55:48,0,2,1992,3141,1
0104040,"Cutting Edge, The",8781,2013-11-16 12:56:27,1,3,1992,4839,1
0104057,Daughters of the Dust,3619,2011-06-29 12:57:22,0,3,1991,2455,1
0104070,Death Becomes Her,2414,2010-12-24 12:05:16,0,3,1992,1869,1
